timestamp,LU1,LU2,LU3,LU4,LU5,LU6,LU7,GX1-X,GX1-Y,GX2-X,GX2-Y,GX3-X,GX3-Y
02/09/2022 12:47,1065.3323,1063.6293,944.1307,983.3145,1040.8082,1022.9329,849.9069,0.886,-0.2443,2.8355,-0.1279,0.886,-0.2443
02/09/2022 12:57,1065.0771,1063.8446,943.3303,983.3096,1040.7246,1022.8867,849.9177,0.8862,-0.2443,2.8366,-0.1279,0.8862,-0.2443
02/09/2022 13:08,1065.3838,1063.9755,943.95,983.5478,1040.9719,1023.0668,850.0701,0.8864,-0.2443,2.8362,-0.1279,0.8864,-0.2443
02/09/2022 13:18,1065.3248,1064.1294,943.6025,983.6449,1040.9491,1022.9912,850.1438,0.8855,-0.2443,2.8366,-0.1279,0.8855,-0.2443
02/09/2022 13:28,1065.2847,1064.343,944.1657,983.6411,1041.1414,1023.1349,850.1265,0.8855,-0.2443,2.8362,-0.1279,0.8855,-0.2443
02/09/2022 13:38,1065.6309,1064.755,943.9168,983.7213,1041.2343,1023.3809,850.3653,0.8853,-0.2443,2.836,-0.1279,0.8853,-0.2443
02/09/2022 13:49,1065.1293,1064.7039,943.9014,983.7823,1041.2917,1023.2656,850.2759,0.8857,-0.2443,2.8366,-0.1279,0.8857,-0.2443
02/09/2022 13:59,1065.0393,1064.8073,943.4252,983.9831,1041.2141,1023.0054,850.1484,0.8857,-0.2443,2.8362,-0.1279,0.8857,-0.2443
02/09/2022 14:09,1065.017,1064.7421,943.8467,983.7763,1041.2181,1023.1932,850.2098,0.8855,-0.2443,2.8362,-0.1279,0.8855,-0.2443
02/09/2022 14:20,1065.4404,1065.1433,944.103,984.1427,1041.4243,1023.2897,850.359,0.8853,-0.2443,2.8362,-0.1279,0.8853,-0.2443
02/09/2022 14:30,1065.1703,1065.27,944.1667,984.1216,1041.6592,1023.6068,850.2861,0.8848,-0.2443,2.836,-0.1279,0.8848,-0.2443
02/09/2022 14:40,1065.2611,1065.5491,943.4568,984.028,1041.4069,1023.3618,850.4248,0.8855,-0.2443,2.8364,-0.1279,0.8855,-0.2443
02/09/2022 14:50,1064.9956,1065.6514,943.8659,983.8954,1041.407,1023.4404,850.5244,0.8855,-0.2443,2.8362,-0.1279,0.8855,-0.2443
02/09/2022 15:01,1065.1226,1065.8059,943.5012,984.1121,1041.5884,0,850.6493,0.8857,-0.2443,2.8366,-0.1279,0.8857,-0.2443
02/09/2022 15:11,1065.2615,1066.0249,943.6607,984.0342,1041.5852,1023.6722,850.7828,0.8853,-0.2443,2.8366,-0.1279,0.8853,-0.2443
02/09/2022 15:21,1065.2454,1066.0433,943.5348,984.1443,1041.8416,1023.8353,850.8651,0.8855,-0.2443,2.8373,-0.1279,0.8855,-0.2443
02/09/2022 15:31,1065.1162,1066.0559,943.3422,984.1006,1041.7418,1023.769,850.794,0.886,-0.2443,2.8366,-0.1279,0.886,-0.2443
02/09/2022 15:42,1065.078,1065.9301,943.814,984.1424,1041.8022,1023.8874,850.8743,0.886,-0.2443,2.8369,-0.1279,0.886,-0.2443
02/09/2022 15:52,1065.0183,1065.8162,943.666,984.2275,1041.7123,1023.737,850.7943,0.8851,-0.2443,2.8366,-0.1279,0.8851,-0.2443
02/09/2022 16:02,1064.8885,1065.7876,943.4853,984.0926,1041.6875,1023.7758,850.9056,0.8857,-0.2443,2.8369,-0.1279,0.8857,-0.2443
02/09/2022 16:13,1064.8484,1065.7233,943.4561,984.1087,1041.7819,1023.8807,850.9292,0.886,-0.2443,2.8364,-0.1279,0.886,-0.2443
02/09/2022 16:23,1064.7635,1065.8174,943.2929,984.1533,1041.8246,1023.9106,850.7979,0.8864,-0.2443,2.8362,-0.1279,0.8864,-0.2443
02/09/2022 16:33,1064.6914,1065.6892,943.7245,984.0969,1041.7324,1023.8654,851.0055,0.886,-0.2443,2.8366,-0.1279,0.886,-0.2443
02/09/2022 16:43,1064.6343,1065.5529,944.0559,984.2277,1041.7421,1023.8226,850.9204,0.886,-0.2443,2.8362,-0.1279,0.886,-0.2443
02/09/2022 16:54,1064.5001,1065.3623,943.226,984.1679,1041.6945,1023.7575,850.8625,0.8864,-0.2443,2.8362,-0.1279,0.8864,-0.2443
02/09/2022 17:04,1064.3903,1065.2888,943.2978,984.2897,1041.799,1023.8647,850.8763,0.8866,-0.2443,2.836,-0.1279,0.8866,-0.2443
02/09/2022 17:14,1064.3632,1065.2317,943.4362,984.1568,1041.663,1023.6075,850.621,0.8864,-0.2443,2.8362,-0.1279,0.8864,-0.2443
02/09/2022 17:24,1064.3296,1065.1177,943.2168,984.0932,1041.6873,1023.6851,850.6897,0.8864,-0.2443,2.8364,-0.1279,0.8864,-0.2443
02/09/2022 17:35,1064.2042,1065.0197,943.6347,984.1997,1041.8517,1023.9297,850.9123,0.8862,-0.2443,2.8364,-0.1279,0.8862,-0.2443
02/09/2022 17:45,1064.214,1064.8983,943.1893,984.0809,1041.6344,1023.65,850.6346,0.8866,-0.2443,2.8364,-0.1279,0.8866,-0.2443
02/09/2022 17:55,1064.1707,1064.8352,944.0985,984.1223,1041.7004,1023.697,850.6399,0.8866,-0.2443,2.836,-0.1279,0.8866,-0.2443
02/09/2022 18:16,1064.0389,1064.6257,943.5365,984.0134,1041.6089,1023.6686,850.6385,0.8864,-0.2443,2.8369,-0.1279,0.8864,-0.2443
02/09/2022 18:26,1064.0067,1064.5427,943.6606,984.0247,1041.5833,1023.6164,850.5576,0.8862,-0.2443,2.8366,-0.1279,0.8862,-0.2443
02/09/2022 18:47,1063.8928,1064.3512,943.5119,983.8813,1041.3643,1023.3739,850.3205,0.8873,-0.2443,2.8369,-0.1279,0.8873,-0.2443
02/09/2022 18:57,1063.8881,1064.3021,943.3195,984.0181,1041.4355,1023.4245,850.3253,0.8869,-0.2443,2.8362,-0.1279,0.8869,-0.2443
02/09/2022 19:07,1063.8364,1064.2484,943.3268,983.9154,1041.4066,1023.4223,850.3358,0.8864,-0.2443,2.8369,-0.1279,0.8864,-0.2443
02/09/2022 19:18,1063.8141,1064.2432,943.9384,983.8079,1041.3331,1023.3809,850.344,0.8866,-0.2443,2.8364,-0.1279,0.8866,-0.2443
02/09/2022 19:28,1063.7817,1064.2844,943.5156,983.8187,1041.3359,1023.4153,850.4221,0.8869,-0.2443,2.8371,-0.1279,0.8869,-0.2443
02/09/2022 19:48,1063.7104,1064.3175,943.8944,983.7602,1041.3092,1023.4716,850.4548,0.8869,-0.2443,2.8366,-0.1279,0.8869,-0.2443
02/09/2022 20:09,1063.6865,1064.3412,943.4365,983.8232,1041.355,1023.5535,850.5158,0.8864,-0.2443,2.836,-0.1279,0.8864,-0.2443
02/09/2022 20:19,1063.6344,1064.2528,944.0707,983.7184,1041.2684,1023.4794,850.4479,0.8873,-0.2443,2.8369,-0.1279,0.8873,-0.2443
02/09/2022 20:29,1063.62,1064.2197,943.3353,983.7391,1041.2404,1023.508,850.4529,0.8871,-0.2443,2.8364,-0.1279,0.8871,-0.2443
02/09/2022 20:40,1063.5975,1064.1772,943.643,983.7623,1041.2242,1023.5147,850.4551,0.8873,-0.2443,2.8355,-0.1279,0.8873,-0.2443
02/09/2022 20:50,1063.5911,1064.1061,943.3214,983.7928,1041.2219,1023.5042,850.3993,0.8873,-0.2443,2.8362,-0.1279,0.8873,-0.2443
02/09/2022 21:00,1063.59,1064.0895,943.7208,983.7277,1041.1901,1023.4583,850.381,0.8875,-0.2443,2.8369,-0.1279,0.8875,-0.2443
